06/03/2018,02:10:00 PM,26.14
06/03/2018,02:20:00 PM,26.45
06/03/2018,02:30:00 PM,26.99
06/03/2018,02:40:00 PM,26.93
06/03/2018,02:50:00 PM,26.97
06/03/2018,03:00:00 PM,26.71
06/03/2018,03:10:00 PM,26.57
06/03/2018,03:20:00 PM,25.68
06/03/2018,03:30:00 PM,24.61
06/03/2018,03:40:00 PM,23.74
06/03/2018,03:50:00 PM,23.95
06/03/2018,04:00:00 PM,25
06/03/2018,04:10:00 PM,25.15
06/03/2018,04:20:00 PM,25.49
06/03/2018,04:30:00 PM,25.53
06/03/2018,04:40:00 PM,25.43
06/03/2018,04:50:00 PM,24.94
06/03/2018,05:00:00 PM,24.81
06/03/2018,05:10:00 PM,24.96
06/03/2018,05:20:00 PM,24.66
06/03/2018,05:30:00 PM,24.33
06/03/2018,05:40:00 PM,24.11
06/03/2018,05:50:00 PM,23.86
06/03/2018,06:00:00 PM,23.68
06/03/2018,06:10:00 PM,23.48
06/03/2018,06:20:00 PM,23.1
06/03/2018,06:30:00 PM,22.8
06/03/2018,06:40:00 PM,22.47
06/03/2018,06:50:00 PM,21.92
06/03/2018,07:00:00 PM,21.49
06/03/2018,07:10:00 PM,21.09
06/03/2018,07:20:00 PM,20.64
06/03/2018,07:30:00 PM,20.12
06/03/2018,07:40:00 PM,19.51
06/03/2018,07:50:00 PM,18.93
06/03/2018,08:00:00 PM,18.38
06/03/2018,08:10:00 PM,17.77
06/03/2018,08:20:00 PM,17.07
06/03/2018,08:30:00 PM,16.36
06/03/2018,08:40:00 PM,15.69
06/03/2018,08:50:00 PM,15.1
06/03/2018,09:00:00 PM,14.5
06/03/2018,09:10:00 PM,14.11
06/03/2018,09:20:00 PM,13.66
06/03/2018,09:30:00 PM,13.27
06/03/2018,09:40:00 PM,12.91
06/03/2018,09:50:00 PM,12.58
06/03/2018,10:00:00 PM,12.27
06/03/2018,10:10:00 PM,12.04
06/03/2018,10:20:00 PM,11.83
06/03/2018,10:30:00 PM,11.62
06/03/2018,10:40:00 PM,11.48
06/03/2018,10:50:00 PM,11.35
06/03/2018,11:00:00 PM,11.23
06/03/2018,11:10:00 PM,11.11
06/03/2018,11:20:00 PM,10.98
06/03/2018,11:30:00 PM,10.88
06/03/2018,11:40:00 PM,10.79
06/03/2018,11:50:00 PM,10.7
06/04/2018,12:00:00 AM,10.63
06/04/2018,12:10:00 AM,10.54
06/04/2018,12:20:00 AM,10.45
06/04/2018,12:30:00 AM,10.36
06/04/2018,12:40:00 AM,10.3
06/04/2018,12:50:00 AM,10.23
06/04/2018,01:00:00 AM,10.16
06/04/2018,01:10:00 AM,10.07
06/04/2018,01:20:00 AM,9.98
06/04/2018,01:30:00 AM,9.9
06/04/2018,01:40:00 AM,9.84
06/04/2018,01:50:00 AM,9.76
06/04/2018,02:00:00 AM,9.72
06/04/2018,02:10:00 AM,9.65
06/04/2018,02:20:00 AM,9.56
06/04/2018,02:30:00 AM,9.43
06/04/2018,02:40:00 AM,9.33
06/04/2018,02:50:00 AM,9.23
06/04/2018,03:00:00 AM,9.14
06/04/2018,03:10:00 AM,9.04
06/04/2018,03:20:00 AM,8.93
06/04/2018,03:30:00 AM,8.95
06/04/2018,03:40:00 AM,8.95
06/04/2018,03:50:00 AM,8.9
06/04/2018,04:00:00 AM,8.82
06/04/2018,04:10:00 AM,8.82
06/04/2018,04:20:00 AM,8.81
06/04/2018,04:30:00 AM,8.84
06/04/2018,04:40:00 AM,8.86
06/04/2018,04:50:00 AM,8.84
06/04/2018,05:00:00 AM,8.76
06/04/2018,05:10:00 AM,8.63
06/04/2018,05:20:00 AM,8.57
06/04/2018,05:30:00 AM,8.7
06/04/2018,05:40:00 AM,9.16
06/04/2018,05:50:00 AM,9.64
06/04/2018,06:00:00 AM,10.04
06/04/2018,06:10:00 AM,10.39
06/04/2018,06:20:00 AM,10.81
06/04/2018,06:30:00 AM,11.48
